question,relevant_document_ids,categories,authors,year
How does SAM2RL enable memory control within the Segment Anything Model framework by Adamyan et al.?,2277,"cs.CV, cs.LG","Alen Adamyan, Tomáš Čížek, Matej Straka, Klara Janouskova, Martin Schmid",2025
What are Straka and colleagues' contributions to enhancing reinforcement learning with segmentation capabilities in their research?,2277,"cs.CV, cs.LG","Alen Adamyan, Tomáš Čížek, Matej Straka, Klara Janouskova, Martin Schmid",2025
"How do Feng, Zhang, Xiao, Yang, Gegen, Chen propose GANs can synthesize realistic medical images from limited data samples?",6810,"eess.IV, cs.CV","Yinqiu Feng, Bo Zhang, Lingxi Xiao, Yutian Yang, Tana Gegen, Zexi Chen",2024
What advancements does the Enhancing Medical Imaging with GANs study bring to image generation for diagnostic purposes in medicine?,6810,"eess.IV, cs.CV","Yinqiu Feng, Bo Zhang, Lingxi Xiao, Yutian Yang, Tana Gegen, Zexi Chen",2024
How does SC-SOT improve end-to-end speech recognition in overlapped conversations?,11876,"cs.SD, cs.CL, eess.AS","Yuta Hirano, Sakriani Sakti",2025
What role do diarized speaker information play in the decoder's conditioning process for SC-SOT?,11876,"cs.SD, cs.CL, eess.AS","Yuta Hirano, Sakriani Sakti",2025
In what ways can shallow layers of Llama SLayer enhance knowledge injection into NLP models?,9867,cs.CL,"Tianxiang Chen, Zhentao Tan, Tao Gong, Yue Wu, Qi Chu, Bin Liu, Jieping Ye, Nenghai Yu",2024
How does Shallow Layers Hold the Key to Knowledge Injection impact language understanding in AI systems?,9867,cs.CL,"Tianxiang Chen, Zhentao Tan, Tao Gong, Yue Wu, Qi Chu, Bin Liu, Jieping Ye, Nenghai Yu",2024
What are some challenges and opportunities when teaching natural language processing outside traditional classrooms?,11643,cs.CL,Sowmya Vajjala,2021
"Can non-linguistic, computer science backgrounds benefit from NLP education as per Sowmya Vajjala's findings?",11643,cs.CL,Sowmya Vajjala,2021
How does HI-GAN utilize auxiliary inputs for effective RGB and depth inpainting simultaneously?,1730,"cs.CV, cs.AI, cs.LG","Ankan Dash, Jingyi Gu, Guiling Wang",2024
What are the advantages of Hierarchical Inpainting GAN with Auxiliary Inputs over traditional methods?,1730,"cs.CV, cs.AI, cs.LG","Ankan Dash, Jingyi Gu, Guiling Wang",2024
"How do MLP, XGBoost, KAN, TDNN, and LSTM-GRU hybrid RNN models contribute to European call option pricing in SPX and NDX markets?",1106,"q-fin.CP, cs.CE, cs.LG","Boris Ter-Avanesov, Homayoon Beigi",2024
What impact does the attention mechanism have on financial modeling using these neural network architectures?,1106,"q-fin.CP, cs.CE, cs.LG","Boris Ter-Avanesov, Homayoon Beigi",2024
How can large Spiking Vision Transformers be trimmed down for efficiency without compromising performance in image processing tasks?,22105,"cs.NE, cs.AI","Boxun Xu, Yufei Song, Peng Li",2024
In what ways do Heterogeneous Quantization Search techniques optimize the size and speed of neural networks like SpikeTransformer?,22105,"cs.NE, cs.AI","Boxun Xu, Yufei Song, Peng Li",2024
How does normalizing flows compare to diffusion models when modeling prosody and acoustic features in text-to-speech systems?,12501,"eess.AS, cs.CL, cs.LG","Guangyan Zhang, Thomas Merritt, Manuel Sam Ribeiro, Biel Tura-Vecino, Kayoko Yanagisawa, Kamil Pokora, Abdelhamid Ezzerg, Sebastian Cygert, Ammar Abbas, Piotr Bilinski, Roberto Barra-Chicote, Daniel Korzekwa, Jaime Lorenzo-Trueba",2023
What are the implications of these findings for improving naturalness and expressiveness in synthesized speech by Guangyan Zhang et al.?,12501,"eess.AS, cs.CL, cs.LG","Guangyan Zhang, Thomas Merritt, Manuel Sam Ribeiro, Biel Tura-Vecino, Kayoko Yanagisawa, Kamil Pokora, Abdelhamid Ezzerg, Sebastian Cygert, Ammar Abbas, Piotr Bilinski, Roberto Barra-Chicote, Daniel Korzekwa, Jaime Lorenzo-Trueba",2023
"How does PANDORA's diffusion policy learning enable more dexterous robotic piano playing as per Yanjia Huang, Renjie Li, Zhengzhong Tu?",4386,"cs.LG, cs.RO, cs.SD, eess.AS","Yanjia Huang, Renjie Li, Zhengzhong Tu",2025
What are the unique challenges in teaching robots to play musical instruments like pianos through policies learned via Diffusion Policy Learning?,4386,"cs.LG, cs.RO, cs.SD, eess.AS","Yanjia Huang, Renjie Li, Zhengzhong Tu",2025
How does a multimodal foundation model aid session-level spoken language assessment using multi-target learning techniques by Hong-Yun Lin et al.?,10891,"cs.CL, cs.AI","Hong-Yun Lin, Jhen-Ke Lin, Chung-Chun Wang, Hao-Chien Lu, Berlin Chen",2025
"What benefits do these methods provide for evaluating speech in realistic, conversational settings as per the study's findings?",10891,"cs.CL, cs.AI","Hong-Yun Lin, Jhen-Ke Lin, Chung-Chun Wang, Hao-Chien Lu, Berlin Chen",2025
How does creativity of LLMs manifest when generating Persian literary texts according to Armin Tourajmehr et al.'s research?,12308,cs.CL,"Armin Tourajmehr, Mohammad Reza Modarres, Yadollah Yaghoobzadeh",2025
What role do language models play in fostering originality and cultural relevance within the context of text generation for specific languages like Persian?,12308,cs.CL,"Armin Tourajmehr, Mohammad Reza Modarres, Yadollah Yaghoobzadeh",2025
How does inference-time training aid in long text generation?,15228,"cs.CL, cs.AI","Y. Wang, D. Ma, D. Cai",2024
What challenges arise with greater text lengths during generation?,15228,"cs.CL, cs.AI","Y. Wang, D. Ma, D. Cai",2024
Can image-text diffusion models enhance avatar realism for styleAvatar3D?,16304,"cs.CV, cs.AI","Chi Zhang, Yiwen Chen, Yijun Fu, Zhenglin Zhou, Gang YU, Billzb Wang, Bin Fu, Tao Chen, Guosheng Lin, Chunhua Shen",2023
Which aspects of the human face are most accurately captured by StyleAvatar3D?,16304,"cs.CV, cs.AI","Chi Zhang, Yiwen Chen, Yijun Fu, Zhenglin Zhou, Gang YU, Billzb Wang, Bin Fu, Tao Chen, Guosheng Lin, Chunhua Shen",2023
How does child speech recognition impact robot interaction effectiveness?,12071,"cs.CL, cs.HC, cs.RO","Ruben Janssens, Eva Verhelst, Giulio Antonio Abbo, Qiaoqiao Ren, Maria Jose Pinto Bernal, Tony Belpaeme",2024
What improvements can be made to enhance understanding in HRI with children?,12071,"cs.CL, cs.HC, cs.RO","Ruben Janssens, Eva Verhelst, Giulio Antonio Abbo, Qiaoqiao Ren, Maria Jose Pinto Bernal, Tony Belpaeme",2024
In what ways do RNNs process language for counting tasks effectively?,17123,"cs.LG, cs.NE, stat.ML","Heng xin Fun, Sergiy V Bokhnyak, Francesco Saverio Zuppichini",2018
Are there limitations of using RNNs specifically for numerical word problems like 'counting'?,17123,"cs.LG, cs.NE, stat.ML","Heng xin Fun, Sergiy V Bokhnyak, Francesco Saverio Zuppichini",2018
Do vision transformers require more data than human visual systems at birth to learn efficiently?,22155,"cs.CV, cs.AI, cs.LG, cs.NE","Lalit Pandey, Samantha M. W. Wood, Justin N. Wood",2023
How do newborn visual processing capabilities compare with advanced models in terms of learning efficiency?,22155,"cs.CV, cs.AI, cs.LG, cs.NE","Lalit Pandey, Samantha M. W. Wood, Justin N. Wood",2023
What role does the channelwise autoencoder play in EEG abnormality detection using CwA-T?,22101,"cs.LG, cs.AI, cs.NE, eess.SP, I.2","Youshen Zhao, Keiji Iramina",2024
Can intrinsic structure extraction improve accuracy for noisy label conditions as per CwA-T research?,22101,"cs.LG, cs.AI, cs.NE, eess.SP, I.2","Youshen Zhao, Keiji Iramina",2024
How do geometric and structural dual guidance aid noise robustness in medical image segmentation?,8658,"cs.CV, cs.AI","Tao Wang, Zhenxuan Zhang, Yuanbo Zhou, Xinlin Zhang, Yuanbin Chen, Tao Tan, Guang Yang, Tong Tong",2025
What are the benefits of using a self-improving framework like SILMM for text-to-image generation?,8658,"cs.CV, cs.AI","Tao Wang, Zhenxuan Zhang, Yuanbo Zhou, Xinlin Zhang, Yuanbin Chen, Tao Tan, Guang Yang, Tong Tong",2025
Does SelfImproving Large Multimodal Model (SILMM) improve compositional T2I tasks over traditional methods?,5163,"cs.CV, cs.AI, cs.CL, cs.LG, cs.MM","Leigang Qu, Haochuan Li, Wenjie Wang, Xiang Liu, Juncheng Li, Liqiang Nie, Tat-Seng Chua",2024
How does the transformer guidance within SILMM enhance model performance in generating images from text descriptions?,5163,"cs.CV, cs.AI, cs.CL, cs.LG, cs.MM","Leigang Qu, Haochuan Li, Wenjie Wang, Xiang Liu, Juncheng Li, Liqiang Nie, Tat-Seng Chua",2024
What strategies are employed by Transformer Guided Coevolution for team selection optimization?,22115,"cs.AI, cs.MA, cs.NE","Pranav Rajbhandari, Prithviraj Dasgupta, Donald Sofge",2024
Can this approach be generalized to other multiagent adversarial games beyond the scope of its current research?,22115,"cs.AI, cs.MA, cs.NE","Pranav Rajbhandari, Prithviraj Dasgupta, Donald Sofge",2024
How effective is transformer architecture in detecting mental disorders from social media text compared to LSTMs?,9263,"cs.CL, cs.LG","Khalid Hasan, Jamil Saquer, Mukulika Ghosh",2025
What are key linguistic features that differentiate between normal and abnormal language patterns on social platforms for this purpose?,9263,"cs.CL, cs.LG","Khalid Hasan, Jamil Saquer, Mukulika Ghosh",2025
How does the second harmonics superposition activation function improve image classification?,20047,"cs.CV, eess.IV","Thomio Watanabe, Denis F. Wolf",2020
What advantages do Thomio Watanabe and Denis F. Wolf's approach offer in frequency domain analysis?,20047,"cs.CV, eess.IV","Thomio Watanabe, Denis F. Wolf",2020
Can contrastive learning enhance vector embeddings for better model performance?,10493,"cs.LG, cs.AI, cs.CL","Logan Hallee, Rohan Kapur, Arjun Patel, Jason P. Gleghorn, Bohdan Khomtchouk",2024
How does the mixture of experts contribute to precise embedding generation by Logan Hallee et al.?,10493,"cs.LG, cs.AI, cs.CL","Logan Hallee, Rohan Kapur, Arjun Patel, Jason P. Gleghorn, Bohdan Khomtchouk",2024
"What role do visually-augmented pretrained language models play in NLP without images, as per Hangyu Guo's team?",11397,cs.CL,"Hangyu Guo, Kun Zhou, Wayne Xin Zhao, Qinyu Zhang, Ji-Rong Wen",2022
How does Kun Zhou and colleagues propose to utilize text data for natural language processing tasks lacking visual input?,11397,cs.CL,"Hangyu Guo, Kun Zhou, Wayne Xin Zhao, Qinyu Zhang, Ji-Rong Wen",2022
"What are the key components of continual adaptation in model-based RL using meta-learning, according to Anusha Nagabandi et al.?",2405,"cs.LG, cs.AI, cs.RO, stat.ML","Anusha Nagabandi, Chelsea Finn, Sergey Levine",2018
How does Sergey Levine's team approach deep online learning via continuous meta-learning for reinforcement tasks?,2405,"cs.LG, cs.AI, cs.RO, stat.ML","Anusha Nagabandi, Chelsea Finn, Sergey Levine",2018
"What techniques are used in sonar image processing for object detection without relying on visual cues, as per Matias Valdenegro-Toro?",20249,"cs.CV, cs.LG, cs.RO, eess.IV",Matias Valdenegro-Toro,2019
How does the proposed method improve privacy and accuracy in sclera segmentation from ultrasound images by Vitek et al.?,20249,"cs.CV, cs.LG, cs.RO, eess.IV",Matias Valdenegro-Toro,2019
"What are the main challenges addressed by SSBC 2025's benchmarking competition for private transfer learning, as per Tomašević and colleagues?",8761,cs.CV,"Matej Vitek, Darian Tomašević, Abhijit Das, Sabari Nathan, Gökhan Özbulak, Gözde Ayşe Tataroğlu Özbulak, Jean-Paul Calbimonte, André Anjos, Hariohm Hemant Bhatt, Dhruv Dhirendra Premani, Jay Chaudhari, Caiyong Wang, Jian Jiang, Chi Zhang, Qi Zhang, Iyyakutti Iyappan Ganapathi, Syed Sadaf Ali, Divya Velayudan, Maregu Assefa, Naoufel Werghi, Zachary A. Daniels, Leeon John, Ritesh Vyas, Jalil Nourmohammadi Khiarak, Taher Akbari Saeed, Mahsa Nasehi, Ali Kianfar, Mobina Pashazadeh Panahi, Geetanjali Sharma, Pushp Raj Panth, Raghavendra Ramachandra, Aditya Nigam, Umapada Pal, Peter Peer, Vitomir Štruc",2025
How does Maregu Assefa's team propose to enhance privacy in sclera segmentation using competitive frameworks like the one presented at SSBC 2025?,8761,cs.CV,"Matej Vitek, Darian Tomašević, Abhijit Das, Sabari Nathan, Gökhan Özbulak, Gözde Ayşe Tataroğlu Özbulak, Jean-Paul Calbimonte, André Anjos, Hariohm Hemant Bhatt, Dhruv Dhirendra Premani, Jay Chaudhari, Caiyong Wang, Jian Jiang, Chi Zhang, Qi Zhang, Iyyakutti Iyappan Ganapathi, Syed Sadaf Ali, Divya Velayudan, Maregu Assefa, Naoufel Werghi, Zachary A. Daniels, Leeon John, Ritesh Vyas, Jalil Nourmohammadi Khiarak, Taher Akbari Saeed, Mahsa Nasehi, Ali Kianfar, Mobina Pashazadeh Panahi, Geetanjali Sharma, Pushp Raj Panth, Raghavendra Ramachandra, Aditya Nigam, Umapada Pal, Peter Peer, Vitomir Štruc",2025
"In what ways can label-aware contrastive learning improve few-shot named entity recognition, as proposed by Haojie Zhang and Yimeng Zhuang?",10466,cs.CL,"Haojie Zhang, Yimeng Zhuang",2024
How does the unified framework presented in this study aid in transferring knowledge for NER tasks with limited labeled data?,10466,cs.CL,"Haojie Zhang, Yimeng Zhuang",2024
"What benefits do public representations provide when used under distribution shift scenarios, as discussed by Pratiksha Thaker et al.?",17887,"cs.LG, cs.CR, stat.ML","Pratiksha Thaker, Amrith Setlur, Zhiwei Steven Wu, Virginia Smith",2023
How does the work of Amrith Setlur and colleagues demonstrate robustness in transfer learning with private data across different distributions?,17887,"cs.LG, cs.CR, stat.ML","Pratiksha Thaker, Amrith Setlur, Zhiwei Steven Wu, Virginia Smith",2023
"What are MINSU's contributions to computer vision using AI, as developed by Jihoon Ryoo et al.?",13780,"cs.CV, cs.AI","Jihoon Ryoo, Byungkon Kang, Dongyeob Lee, Seunghyeon Kim, Youngho Kim",2022
How does the Mobile Inventory And Scanning Unit (MINSU) enhance data collection and analysis in inventory management through artificial intelligence?,13780,"cs.CV, cs.AI","Jihoon Ryoo, Byungkon Kang, Dongyeob Lee, Seunghyeon Kim, Youngho Kim",2022
"What methods are employed to ensure robustness against information divergence for fetal ultrasound image segmentation, as per Wang et al.'s research?",20259,eess.IV,"Fangyijie Wang, Guénolé Silvestre, Kathleen M. Curran",2025
How does the semi-supervised approach by Fangyijie Wang and colleagues improve accuracy in medical imaging tasks with limited labeled data?,20259,eess.IV,"Fangyijie Wang, Guénolé Silvestre, Kathleen M. Curran",2025
How does the Time-to-Pattern model summarize time series data?,1873,cs.LG,"Alireza Ghods, Trong Nghia Hoang, Diane Cook",2023
What challenges in unsupervised learning are addressed by this approach?,1873,cs.LG,"Alireza Ghods, Trong Nghia Hoang, Diane Cook",2023
Can negative information be restored effectively for object detection with few examples?,14396,"cs.CV, cs.AI","Yukuan Yang, Fangyun Wei, Miaojing Shi, Guoqi Li",2020
Which techniques improve performance when detecting objects using limited training samples?,14396,"cs.CV, cs.AI","Yukuan Yang, Fangyun Wei, Miaojing Shi, Guoqi Li",2020
How do transformers and VAE-based augmentation aid in decoding EEG speech perception?,9525,"eess.AS, cs.CL, cs.HC, cs.LG, cs.SD, 68T07, 92C55, H.5.2; I.2.6; J.3","Terrance Yu-Hao Chen, Yulin Chen, Pontus Soederhaell, Sadrishya Agrawal, Kateryna Shapovalenko",2025
What role does data augmentation play in enhancing neural network interpretability of brain signals?,9525,"eess.AS, cs.CL, cs.HC, cs.LG, cs.SD, 68T07, 92C55, H.5.2; I.2.6; J.3","Terrance Yu-Hao Chen, Yulin Chen, Pontus Soederhaell, Sadrishya Agrawal, Kateryna Shapovalenko",2025
In what ways can unsupervised learning contribute to understanding AI's impact on physics research?,17666,"cs.LG, cond-mat.dis-nn, physics.comp-ph, quant-ph, stat.ML","Imad Alhousseini, Wissam Chemissany, Fatima Kleit, Aly Nasrallah",2019
How do physicists perceive the integration of artificial intelligence into their field without a clear pathway for its application in science education and discovery?,17666,"cs.LG, cond-mat.dis-nn, physics.comp-ph, quant-ph, stat.ML","Imad Alhousseini, Wissam Chemissany, Fatima Kleit, Aly Nasrallah",2019
What metrics are used to assess shape-texture knowledge within computer vision systems?,3468,"cs.CV, cs.LG","Tiago Oliveira, Tiago Marques, Arlindo L. Oliveira",2023
How does understanding texture contribute to more accurate object recognition algorithms?,3468,"cs.CV, cs.LG","Tiago Oliveira, Tiago Marques, Arlindo L. Oliveira",2023
How do bottleneck diffusion models improve representation learning in neural networks?,16149,"cs.CV, cs.AI, cs.LG","Drew A. Hudson, Daniel Zoran, Mateusz Malinowski, Andrew K. Lampinen, Andrew Jaegle, James L. McClelland, Loic Matthey, Felix Hill, Alexander Lerchner",2023
In what ways can these methods enhance the efficiency of unsupervised machine learning tasks?,16149,"cs.CV, cs.AI, cs.LG","Drew A. Hudson, Daniel Zoran, Mateusz Malinowski, Andrew K. Lampinen, Andrew Jaegle, James L. McClelland, Loic Matthey, Felix Hill, Alexander Lerchner",2023
What are key features that enable GPT to summarize source code effectively?,12900,"cs.SE, cs.AI","Chia-Yi Su, Collin McMillan",2023
How does distilled language models contribute to understanding and generating programming languages' syntaxes?,12900,"cs.SE, cs.AI","Chia-Yi Su, Collin McMillan",2023
How can reinforcement learning with sequence disentanglement improve macro actions in AI systems?,20905,"cs.LG, cs.AI, cs.RO, stat.AP, stat.ML","Heecheol Kim, Masanori Yamada, Kosuke Miyoshi, Hiroshi Yamakawa",2019
What benefits do variational autoencoders provide for action representation within the context of this research?,20905,"cs.LG, cs.AI, cs.RO, stat.AP, stat.ML","Heecheol Kim, Masanori Yamada, Kosuke Miyoshi, Hiroshi Yamakawa",2019
How does a temporal-feature cross attention mechanism demystify clinical predictive modeling?,1530,"cs.LG, cs.AI","Yubo Li, Xinyu Yao, Rema Padman",2025
In what ways can transparent AI models improve trust and adoption in healthcare settings?,1530,"cs.LG, cs.AI","Yubo Li, Xinyu Yao, Rema Padman",2025
What characteristics of text indicate insincerity that transfer learning methods aim to detect?,10773,"cs.CL, cs.AI, cs.LG","Ashwin Rachha, Gaurav Vanmane",2020
How effective are current approaches at identifying deceptive language patterns across different domains using machine learning?,10773,"cs.CL, cs.AI, cs.LG","Ashwin Rachha, Gaurav Vanmane",2020
How does AsyncDiff improve the parallelization of diffusion models?,15911,"cs.CV, cs.AI","Zigeng Chen, Xinyin Ma, Gongfan Fang, Zhenxiong Tan, Xinchao Wang",2024
What are the main advantages of using asynchronous denoising in Diffusion Models as per Zigeng Chen et al.?,15911,"cs.CV, cs.AI","Zigeng Chen, Xinyin Ma, Gongfan Fang, Zhenxiong Tan, Xinchao Wang",2024
"In what ways can foundation language models assist chemical research, according to Eduardo Soares and colleagues?",3211,"cs.LG, cs.AI, physics.chem-ph","Eduardo Soares, Victor Shirasuna, Emilio Vital Brazil, Renato Cerqueira, Dmitry Zubarev, Kristin Schmidt",2024
How does the encoder-decoder family of foundation models enhance understanding in chemistry as per Victor Shirasuna et al.?,3211,"cs.LG, cs.AI, physics.chem-ph","Eduardo Soares, Victor Shirasuna, Emilio Vital Brazil, Renato Cerqueira, Dmitry Zubarev, Kristin Schmidt",2024
"What interactive methods are proposed for teaching NLP using bracelets, menus and Italian students by Ludovica Pannitto's team?",11648,cs.CL,"Ludovica Pannitto, Lucia Busso, Claudia Roberta Combei, Lucio Messina, Alessio Miaschi, Gabriele Sarti, Malvina Nissim",2021
How can restaurant menus be used to teach language structure in an engaging way as per Lucio Messina et al.?,11648,cs.CL,"Ludovica Pannitto, Lucia Busso, Claudia Roberta Combei, Lucio Messina, Alessio Miaschi, Gabriele Sarti, Malvina Nissim",2021
"What role do disentanglement priors play in variational autoencoders for low-resource tasks, according to Zhuang Li and team's research?",10137,cs.CL,"Zhuang Li, Lizhen Qu, Qiongkai Xu, Tongtong Wu, Tianyang Zhan, Gholamreza Haffari",2022
How does the use of a large encoder-decoder family improve natural language generation specificity as per Lizhen Qu et al.?,10137,cs.CL,"Zhuang Li, Lizhen Qu, Qiongkai Xu, Tongtong Wu, Tianyang Zhan, Gholamreza Haffari",2022
"What are some key features that make robotic handovers more efficient and safe, based on Hanxin Zhang's work with Abdulqader Dhafer et al.?",4415,"cs.RO, cs.LG, I.2.9","Hanxin Zhang, Abdulqader Dhafer, Zhou Daniel Hao, Hongbiao Dong",2025
How does the system infer intent for better spatial configuration imagery in human-robot interactions as per Tongtong Wu et al.'s research?,4415,"cs.RO, cs.LG, I.2.9","Hanxin Zhang, Abdulqader Dhafer, Zhou Daniel Hao, Hongbiao Dong",2025
"What are some of the challenges faced by visually impainid individuals, and how can real-time object alert systems help them navigate their environment better according to Jareen Anjom's teamwork with Rashik Iram Chowdhury et al.?",8267,"cs.CV, cs.RO","Jareen Anjom, Rashik Iram Chowdhury, Tarbia Hasan, Md. Ishan Arefin Hossain",2025
How does a monocular depth estimation approach aid in the development of an embedded system for visually impaired individuals as per Md. Ishan Arefin Hossain and colleagues?,8267,"cs.CV, cs.RO","Jareen Anjom, Rashik Iram Chowdhury, Tarbia Hasan, Md. Ishan Arefin Hossain",2025
"What are some benefits that local-global transformer enhancements bring to pan-sharpening, according to Yikun Liu et al.'s research?",18985,"cs.CV, eess.IV","Mingsong Li, Yikun Liu, Tao Xiao, Yuwen Huang, Gongping Yang",2023
How does the unfolded network improve image quality in low light conditions as per Mingsong Li and team's study on Local-Global Transformer Enhanced Unfolding Network for Pan-sharpening.?,18985,"cs.CV, eess.IV","Mingsong Li, Yikun Liu, Tao Xiao, Yuwen Huang, Gongping Yang",2023
"What are some ways to enhance persona consistency during LLM role-play, according to Ke Ji et al.'s research?",10377,cs.CL,"Ke Ji, Yixin Lian, Linxu Li, Jingsheng Gao, Weiyuan Li, Bin Dai",2025
How does persona-aware contrastive learning improve the performance of language models in maintaining consistent personas as per Jingsheng Gao and team's study on Enhancing Persona Consistency for LLMs' Role-Playing using Persona-Aware Contrastive Learning.?,10377,cs.CL,"Ke Ji, Yixin Lian, Linxu Li, Jingsheng Gao, Weiyuan Li, Bin Dai",2025
"What are the key features of NVIDIA Nemotron Nano 2 that make it an efficient hybrid Mamba-Transformer reasoning model, according to Aarti Basant et al.'s research?",9223,"cs.CL, cs.AI, cs.LG","NVIDIA, :, Aarti Basant, Abhijit Khairnar, Abhijit Paithankar, Abhinav Khattar, Adithya Renduchintala, Aditya Malte, Akhiad Bercovich, Akshay Hazare, Alejandra Rico, Aleksander Ficek, Alex Kondratenko, Alex Shaposhnikov, Alexander Bukharin, Ali Taghibakhshi, Amelia Barton, Ameya Sunil Mahabaleshwarkar, Amy Shen, Andrew Tao, Ann Guan, Anna Shors, Anubhav Mandarwal, Arham Mehta, Arun Venkatesan, Ashton Sharabiani, Ashwath Aithal, Ashwin Poojary, Ayush Dattagupta, Balaram Buddharaju, Banghua Zhu, Barnaby Simkin, Bilal Kartal, Bita Darvish Rouhani, Bobby Chen, Boris Ginsburg, Brandon Norick, Brian Yu, Bryan Catanzaro, Charles Wang, Charlie Truong, Chetan Mungekar, Chintan Patel, Chris Alexiuk, Christian Munley, Christopher Parisien, Dan Su, Daniel Afrimi, Daniel Korzekwa, Daniel Rohrer, Daria Gitman, David Mosallanezhad, Deepak Narayanan, Dima Rekesh, Dina Yared, Dmytro Pykhtar, Dong Ahn, Duncan Riach, Eileen Long, Elliott Ning, Eric Chung, Erick Galinkin, Evelina Bakhturina, Gargi Prasad, Gerald Shen, Haifeng Qian, Haim Elisha, Harsh Sharma, Hayley Ross, Helen Ngo, Herman Sahota, Hexin Wang, Hoo Chang Shin, Hua Huang, Iain Cunningham, Igor Gitman, Ivan Moshkov, Jaehun Jung, Jan Kautz, Jane Polak Scowcroft, Jared Casper, Jian Zhang, Jiaqi Zeng, Jimmy Zhang, Jinze Xue, Jocelyn Huang, Joey Conway, John Kamalu, Jonathan Cohen, Joseph Jennings, Julien Veron Vialard, Junkeun Yi, Jupinder Parmar, Kari Briski, Katherine Cheung, Katherine Luna, Keith Wyss, Keshav Santhanam, Kezhi Kong, Krzysztof Pawelec, Kumar Anik, Kunlun Li, Kushan Ahmadian, Lawrence McAfee, Laya Sleiman, Leon Derczynski, Luis Vega, Maer Rodrigues de Melo, Makesh Narsimhan Sreedhar, Marcin Chochowski, Mark Cai, Markus Kliegl, Marta Stepniewska-Dziubinska, Matvei Novikov, Mehrzad Samadi, Meredith Price, Meriem Boubdir, Michael Boone, Michael Evans, Michal Bien, Michal Zawalski, Miguel Martinez, Mike Chrzanowski, Mohammad Shoeybi, Mostofa Patwary, Namit Dhameja, Nave Assaf, Negar Habibi, Nidhi Bhatia, Nikki Pope, Nima Tajbakhsh, Nirmal Kumar Juluru, Oleg Rybakov, Oleksii Hrinchuk, Oleksii Kuchaiev, Oluwatobi Olabiyi, Pablo Ribalta, Padmavathy Subramanian, Parth Chadha, Pavlo Molchanov, Peter Dykas, Peter Jin, Piotr Bialecki, Piotr Januszewski, Pradeep Thalasta, Prashant Gaikwad, Prasoon Varshney, Pritam Gundecha, Przemek Tredak, Rabeeh Karimi Mahabadi, Rajen Patel, Ran El-Yaniv, Ranjit Rajan, Ria Cheruvu, Rima Shahbazyan, Ritika Borkar, Ritu Gala, Roger Waleffe, Ruoxi Zhang, Russell J. Hewett, Ryan Prenger, Sahil Jain, Samuel Kriman, Sanjeev Satheesh, Saori Kaji, Sarah Yurick, Saurav Muralidharan, Sean Narenthiran, Seonmyeong Bak, Sepehr Sameni, Seungju Han, Shanmugam Ramasamy, Shaona Ghosh, Sharath Turuvekere Sreenivas, Shelby Thomas, Shizhe Diao, Shreya Gopal, Shrimai Prabhumoye, Shubham Toshniwal, Shuoyang Ding, Siddharth Singh, Siddhartha Jain, Somshubra Majumdar, Soumye Singhal, Stefania Alborghetti, Syeda Nahida Akter, Terry Kong, Tim Moon, Tomasz Hliwiak, Tomer Asida, Tony Wang, Tugrul Konuk, Twinkle Vashishth, Tyler Poon, Udi Karpas, Vahid Noroozi, Venkat Srinivasan, Vijay Korthikanti, Vikram Fugro, Vineeth Kalluru, Vitaly Kurin, Vitaly Lavrukhin, Wasi Uddin Ahmad, Wei Du, Wonmin Byeon, Ximing Lu, Xin Dong, Yashaswi Karnati, Yejin Choi, Yian Zhang, Ying Lin, Yonggan Fu, Yoshi Suhara, Zhen Dong, Zhiyu Li, Zhongbo Zhu, Zijia Chen",2025
